EOH+ACN
40.0
14
0.0281	3.16269	1.01352
0.0831	2.73602	1.02741
0.1415	2.54559	1.02606
0.2314	2.05079	1.07365
0.2884	1.84326	1.12106
0.3330	1.71858	1.15895
0.4040	1.58591	1.21221
0.4813	1.41588	1.33199
0.5623	1.29551	1.45107
0.6965	1.13958	1.80302
0.7885	1.08520	2.15038
0.8681	1.03264	2.67692
0.9252	1.01193	2.96904
0.9659	1.00214	3.50114
